STL,English,Type
"eventually (rise (p _ g H q U > 9) or rise (K 9 <= 751.08))","Finally at a time in the future before the execution ends, the event that the value of p _ g H q U increases above 9 will have to occur, or the scenario that the value of K 9 drops to at most 751.08 will get detected.","invariance_reachability"
"eventually (rise (o > 41.7) or rise (W L T Q t j P F s z <= 74))","There will have to be a certain time point in the future before the simulation ends, at which the value of o will have to become greater than 41.7 eventually, or the event that the value of signal W L T Q t j P F s z falls to at most 74 will occur.","invariance_reachability"
"eventually (rise (C _ h o 9 5 w W e > 42) or rise (I M V <= 10))","At a certain time point in the future before the end of the simulation the event that the value of signal C _ h o 9 5 w W e becomes over 42 will ultimately happen, or I M V should ultimately decrease to less than or equal to 10.","invariance_reachability"
"eventually (rise (h d 1 E j 6 5 i > 2.44) or rise (t Q 9 b C 9 V <= 22))","At sometime in the future before the end of the execution, eventually the event that h d 1 E j 6 5 i increases above 2.44 ought to get detected, or finally the event that the t Q 9 b C 9 V signal decreases to less than or equal to 22 should get observed.","invariance_reachability"
"always ( rise (P P z > 1 and P P z < 4) and c 3 e d E B p B == 2224 -> always [0:7.5] (eventually [0:43] (rise (M j _ y P == 35.07))) )","As soon as the transition action that the P P z signal enters the region (1, 4) occurs and c 3 e d E B p B remains on 2224 then all of the following conditions are true: for every moment during the coming 7.5 time units, the scenario that the value of M j _ y P gets set to 35.07 must occur finally at a certain moment in the next 43 time units.","stabilization_recurrence"
"always ( rise (B D > 18 and B D < 37) and C L u == 15.2 -> always [0:879] (eventually [0:1] (rise (d S E M == 9.27))) )","Globally, if the transition action that B D enters the bound (18, 37) occurs and the value of C L u stays equal to 15.2, then the following condition holds: for every time point during the first 879 time units there shall exist a time in the next 1 time units ultimately, at which the transition action that the value of signal d S E M shifts to 9.27 needs to be detected.","stabilization_recurrence"
"always ( rise (t L V 9 c b B > 13.95 and t L V 9 c b B < 19.4) and Z y p S E u 6 j z w == 9 -> always [0:3] (eventually [0:2] (rise (R V H Y u u Q J k 0 == 17))) )","Globally, when the event that t L V 9 c b B settles inside the bound (13.95, 19.4) gets observed and the value of Z y p S E u 6 j z w stays equal to 9 then all of the following conditions are true: for every time point during the following 3 time units, the R V H Y u u Q J k 0 signal must shift to 17 finally at a time starting at most 2 time units.","stabilization_recurrence"
"always ( rise (B 9 R D 6 H I G > 2006 and B 9 R D 6 H I G < 2213) and L G F E a 0 V c == 2107.45 -> always [0:69.91] (eventually [0:85] (rise (P t Y V U v j 2 == 57))) )","It is always the case that if the scenario that the value of B 9 R D 6 H I G enters the bound (2006, 2213) takes place, and L G F E a 0 V c keeps equal to 2107.45, then in response for each time instant within the first 69.91 time units, there ought to exist a certain time instant within 85 time units, at which finally the transition action that the P t Y V U v j 2 signal is changed to 57 gets detected.","stabilization_recurrence"
"always ( rise (m V X 9 > 3.79 and m V X 9 < 24.05) and F Q == 2214 -> always [0:545] (eventually [0:6] (rise (T 3 f P w Q 9 i == 9.3))) )","It is always the case that in case that the scenario that m V X 9 enters the range (3.79, 24.05) gets observed, and the value of F Q is set to 2214 then for every moment during the subsequent 545 time units, ultimately there needs to exist a time during the subsequent 6 time units, at which the value of signal T 3 f P w Q 9 i should become equal to 9.3.","stabilization_recurrence"
"always ( rise (E H 1 K I r w H > 23.93) -> always [0:6] (eventually (rise (C y 6 Y Y >= 7))) )","Everytime when the event that the value of E H 1 K I r w H exceeds 23.93 happens then all of the following conditions are true: for every moment during the subsequent 6 time units, finally the scenario that the value of C y 6 Y Y goes to greater than or equal to 7 needs to get observed at a certain time instant in the future.","stabilization_recurrence"
"always ( rise (A 7 d 0 > 52) -> always [0:1681] (eventually (rise (f _ h j s r k Y b A >= 3.65))) )","Globally, if the value of A 7 d 0 exceeds the threshold of 52, then in response for each time instant within 1681 time units the event that the value of f _ h j s r k Y b A increases to greater than or equal to 3.65 will have to ultimately get detected at a certain time point in the future before the simulation ends.","stabilization_recurrence"
"always ( rise (C y > 58) -> always [0:2908.9] (eventually (rise (e 4 >= 50))) )","If the scenario that C y exceeds 58 takes place, then all of the following conditions are true: for each time instant during the first 2908.9 time units there needs to exist a certain time point in the future before the end of the execution, at which ultimately the scenario that e 4 rises to greater than or equal to 50 shall take place.","stabilization_recurrence"
"always ( rise (W p o R > 7) -> always [0:8] (eventually (rise (D v h b o 0 >= 0))) )","When the event that the value of W p o R exceeds 7 happens then all of the following conditions hold: for each time instant in the first 8 time units eventually there should exist a certain time point in the future before the simulation ends, at which the D v h b o 0 signal shall get raised to greater than or equal to 0.","stabilization_recurrence"
"always ( rise (q w R d > 91.5) -> always [0:38] (eventually (rise (c E m >= 10))) )","Whenever the event that q w R d becomes more than 91.5 is detected then for each time point in the subsequent 38 time units there must be sometime in the future before the simulation ends, at which eventually the value of signal c E m ought to get raised to no less than 10.","stabilization_recurrence"
"always ( eventually [2098:2194] (rise (k t H T d L w R k z == r v U)) -> (N M u n v p G d E R >= 78 and N M u n v p G d E R <= 94) until (not (T l 5 K x > 8.3 and T l 5 K x < 8.7)) )","As soon as ultimately at a time during the next 2098 to 2194 time units the scenario that the state of k t H T d L w R k z gets changed to r v U is detected then all of the following conditions hold: at a certain time point in the future before the execution ends eventually the T l 5 K x signal should be in the outside of the range (8.3, 8.7), till then continuously N M u n v p G d E R will have to remain greater than or equal to 78 and no more than 94.","temporal_response"
"always ( eventually [7:9] (rise (F G r n == u B 4 w H U)) -> (c C 8 a n r q t >= 2412 and c C 8 a n r q t <= 2922) until (not (U t I B U > 29 and U t I B U < 79)) )","Globally, everytime when eventually at a time after between 7 to 9 time units, the scenario that F G r n gets set to u B 4 w H U will occur, then in response the value of signal c C 8 a n r q t should continuously stay greater than or equal to 2412 and no larger than 2922 till U t I B U is out of the range (29, 79), which needs to be ultimately observed at a certain moment in the future before the execution ends.","temporal_response"
"always ( eventually [7:8] (rise (W G X 0 G f == k D g _ B M 9 B)) -> (S W E >= 89 and S W E <= 98) until (not (S > 1 and S < 3)) )","Globally, when there exists sometime starting between 7 to 8 time units, at which the transition action that the state of signal W G X 0 G f becomes k D g _ B M 9 B is detected finally then all of the following conditions are true: the value of signal S is not more than 1 and smaller than 3 ultimately at a certain time instant in the future before the execution ends, before that consistently the value of S W E has to stay greater than or equal to 89 and less than or equal to 98.","temporal_response"
"always ( eventually [43:66] (rise (T O y R == G b J S o Z _)) -> (a 8 W 3 m 5 U H z m >= 2 and a 8 W 3 m 5 U H z m <= 8) until (not (l 2 2 > 7.62 and l 2 2 < 8.62)) )","In the case the scenario that the state of T O y R gets shifted to G b J S o Z _ will be observed finally at a certain moment in the following 43 to 66 time units, then the following condition holds: the value of signal a 8 W 3 m 5 U H z m will be greater than or equal to 2 and less than or equal to 8 then this condition shall consistently keep until finally there is a certain time instant in the future before the end of the execution, at which the value of l 2 2 will be out of the range (7.62, 8.62).","temporal_response"
"always ( eventually [1820.9:1931.9] (rise (k E X _ 4 9 8 V I == u)) -> (w x r >= 5 and w x r <= 8) until (not (N H S > 90 and N H S < 95)) )","It is always the case that in case that finally there will exist a certain time instant in the coming 1820.9 to 1931.9 time units, at which the event that the state of signal k E X _ 4 9 8 V I is changed to u will take place, then the following condition holds: the w x r signal will have to be no less than 5 and at most 8 and then should stay in this interval without interruption until the value of N H S is in the outside of the range (90, 95), which is eventually observed at a certain time instant in the future before the execution ends.","temporal_response"
"always ( rise (S j l 4 F f > 1 and S j l 4 F f < 5) -> not fall (A V E == v c T g 7 J Z k 5) or d 0 8 T d 7 S w o q < 9.24 )","Globally, everytime when the event that the value of S j l 4 F f enters the bound (1, 5) gets observed then all of the following conditions hold: at the same moment the transition action that the mode of signal A V E deviates from v c T g 7 J Z k 5 should not happen, or the value of d 0 8 T d 7 S w o q has to be less than 9.24 instantly.","immediate_response"
"always ( rise (c O a > 4 and c O a < 5) -> not fall (v o p N G l == s 2 _ J) or F 0 < 608 )","Globally, everytime when the scenario that the c O a signal settles inside the bound (4, 5) happens, then all of the following conditions hold: instantly the transition action that the state of v o p N G l deviates from s 2 _ J should not be observed or without any delay F 0 will be less than 608.","immediate_response"
"always ( rise (U c B Q > 12.15 and U c B Q < 56.59) -> not fall (t y a C R == p W O i L Y F P 7) or k N U u g r Q g < 5 )","In case that U c B Q enters the bound (12.15, 56.59), then the following condition is true: without any delay the transition action that the state of signal t y a C R starts deviating from p W O i L Y F P 7 must not occur, or promptly the value of k N U u g r Q g must be lower than 5.","immediate_response"
"always ( rise (e H f > 3 and e H f < 4) -> not fall (n _ 2 == _ l e m F) or F K 7 X b < 6.5 )","It is always the case that if the scenario that the value of signal e H f enters the region (3, 4) happens then all of the following conditions hold: right away the n _ 2 signal will not become not set to _ l e m F, or right away the value of F K 7 X b will be less than 6.5.","immediate_response"
"always ( rise (r 2 i C z P > 1833 and r 2 i C z P < 2980) -> not fall (L Y == z E d A) or P G z 5 J J b z o < 38 )","It is always the case that whenever the scenario that the r 2 i C z P signal enters the bound (1833, 2980) takes place, then the following condition holds: immediately the transition action that the state of L Y leaves z E d A should not get detected or the value of P G z 5 J J b z o must be promptly smaller than 38.","immediate_response"
"always ( rise (h U V W r A D > 6 and h U V W r A D < 8) -> eventually [0:3] (always [50:71] (x V S P u A V C == 7)) )","Globally, if the scenario that h U V W r A D enters the bound (6, 8) occurs then finally there ought to exist a certain time instant in less than 3 time units, after which for every moment in the coming 50 to 71 time units the value of signal x V S P u A V C should be equal to 7.","stabilization_recurrence"
"always ( rise (u n f _ j _ H > 29 and u n f _ j _ H < 31) -> eventually [0:6] (always [1:3] (p q x B _ 3 A d e == 9.8)) )","In the case the transition action that the u n f _ j _ H signal enters the region (29, 31) happens, then in response there shall be a time during the following 6 time units ultimately, after which p q x B _ 3 A d e should be 9.8 and this condition will be continuing all the time for each time point in the coming 1 to 3 time units.","stabilization_recurrence"
"always ( rise (w 9 _ E N Y E > 7 and w 9 _ E N Y E < 10) -> eventually [0:26.7] (always [4:8] (Z i h I W == 73)) )","In the case the transition action that the w 9 _ E N Y E signal gets into the range (7, 10) gets observed then in response ultimately after a certain time instant within the subsequent 26.7 time units, for every moment during the coming 4 to 8 time units, the value of signal Z i h I W will be uninterruptedly remaining equal to 73.","stabilization_recurrence"
"always ( rise (y u > 88.16 and y u < 91.67) -> eventually [0:17] (always [51:94] (i e == 2207)) )","It is always the case that everytime when the event that the value of y u enters the bound (88.16, 91.67) gets detected, then all of the following conditions hold: there will be a certain time instant in less than 17 time units ultimately, after which for each time instant during the following 51 to 94 time units the i e signal is consistently 2207.","stabilization_recurrence"
"always ( rise (y F t B M K d > 90 and y F t B M K d < 96) -> eventually [0:7] (always [5:10] (m G == 2765)) )","It is always the case that in case that the event that the value of y F t B M K d enters the bound (90, 96) gets detected, then in response after a certain time point in the coming 7 time units the value of signal m G shall always stay equal to 2765 for every time point in the coming 5 to 10 time units.","stabilization_recurrence"
"always [0:1144] (Z V < 9 and l L 8 d == H _ W)","For each time instant in the first 1144 time units, the value of Z V has to be less than 9 consistently and uninterruptedly the mode of l L 8 d should remain in H _ W.","invariance_reachability"
"always [0:1] (X < 3 and S F T 5 w d j X n Q == V J t o T U)","For each time point in the first 1 time units, the value of signal X needs to stay below 3 consecutively, and the S F T 5 w d j X n Q signal should always remain in V J t o T U.","invariance_reachability"
"always [0:5] (J R V _ Z p < 21 and o R F h U J == D 9 U t B s)","For each moment within 5 time units, consecutively J R V _ Z p will be remaining less than 21, and the mode of o R F h U J will have to remain in D 9 U t B s uninterruptedly.","invariance_reachability"
"always [0:10] (A Q c 6 b e r < 40 and b W U o 9 _ k K p == l d k)","During the first 10 time units, the A Q c 6 b e r signal needs to continuously remain less than 40, and uninterruptedly the state of b W U o 9 _ k K p should be set to l d k.","invariance_reachability"
"always [0:5] (o o R < 948 and r Y M C i == Q)","For each time point during the first 5 time units o o R will stay less than 948 consistently and r Y M C i needs to be in Q all the time.","invariance_reachability"
"always ( rise (c b R M > 1001) -> (T P B Z >= 0) until (w >= 89) )","Globally, everytime when the event that the c b R M signal becomes bigger than 1001 is observed then in response there needs to exist a certain moment in the future before the simulation ends, at which the value of w will have to keep no less than 89 eventually, until then without interruption the value of signal T P B Z should remain no less than 0.","temporal_response"
"always ( rise (h H 8 > 993) -> (B Y I z 6 >= 2) until (_ 1 l >= 90.1) )","Globally, if the event that the value of signal h H 8 goes over 993 gets observed then the following condition holds: at a time in the future before the simulation ends, ultimately the _ 1 l signal must remain at least 90.1, before this the value of B Y I z 6 will have to be consecutively greater than or equal to 2.","temporal_response"
"always ( rise (O k 6 J > 2) -> (B t >= 44) until (c R j Q r D c >= 3) )","Globally, whenever the scenario that the value of signal O k 6 J gets higher than 2 is detected then all of the following conditions are true: the B t signal should be at least 44 and then this condition will have to consecutively continue until the value of c R j Q r D c is greater than or equal to 3 eventually at sometime in the future before the execution ends.","temporal_response"
"always ( rise (B C u T > 95.2) -> (W Z l P M Q 8 >= 1939) until (w Q >= 8.3) )","In case that B C u T becomes bigger than 95.2, then the following condition is true: the value of W Z l P M Q 8 needs to be greater than or equal to 1939 and this scenario ought to keep consecutively until at sometime in the future before the execution ends eventually the value of w Q is greater than or equal to 8.3.","temporal_response"
"always ( rise (z r _ G U 6 4 > 31) -> (B f >= 78) until (d E p Q >= 10) )","It is always the case that in case that the event that the z r _ G U 6 4 signal rises above 31 gets detected then all of the following conditions are true: the B f signal remains greater than or equal to 78 all the time until ultimately at a time in the future before the end of the simulation, the d E p Q signal is greater than or equal to 10.","temporal_response"
"always ( o a 6 o W e H >= 0 and (A J B I N n I Y w >= 93 and A J B I N n I Y w <= 95) -> eventually [0:950] (always [0:2] (J K T f P P e j N < 1320)) )","Globally, whenever o a 6 o W e H keeps greater than or equal to 0, and the A J B I N n I Y w signal is between the closed interval [93, 95], then the following condition is true: eventually there will exist sometime in the following 950 time units, at which the value of signal J K T f P P e j N needs to be less than 1320 and this scenario needs to continue consistently for every time point in the coming 2 time units.","stabilization_recurrence"
"always ( d x 5 V a 7 G r e >= 2.6 and (F 8 G Q m N k M b >= 5 and F 8 G Q m N k M b <= 9) -> eventually [0:8] (always [0:10] (h l p P d R < 2805)) )","Globally, whenever d x 5 V a 7 G r e stays greater than or equal to 2.6 and the F 8 G Q m N k M b signal is between the closed interval [5, 9] then all of the following conditions are true: there needs to be eventually a certain moment within the coming 8 time units, at which the h l p P d R signal shall be below 2805 uninterruptedly for each time point in the coming 10 time units.","stabilization_recurrence"
"always ( h c r N _ x 3 u 7 U >= 7 and (c >= 1 and c <= 9) -> eventually [0:2] (always [0:4] (s u R < 41)) )","It is always the case that everytime when the value of signal h c r N _ x 3 u 7 U keeps at least 7, and the c signal is between the closed interval [1, 9] then after a certain time instant within the next 2 time units the s u R signal must be less than 41 and will be remaining in this interval for each moment within the subsequent 4 time units.","stabilization_recurrence"
"always ( W S M J v >= 968.1 and (n K 1 B M 4 G E >= 62 and n K 1 B M 4 G E <= 86) -> eventually [0:9] (always [0:3] (S j h f U I d Y < 88)) )","It is always the case that everytime when the value of signal W S M J v remains at least 968.1, and the n K 1 B M 4 G E signal is between the closed interval [62, 86] then in response after a certain time point in the first 9 time units for each moment within the next 3 time units S j h f U I d Y ought to consistently stay less than 88.","stabilization_recurrence"
"always ( K c >= 59 and (s B >= 0 and s B <= 42) -> eventually [0:4] (always [0:2.8] (K O A _ O G r I Y i < 8)) )","It is always the case that whenever the K c signal remains greater than or equal to 59, and the s B signal is between the closed interval [0, 42], then the following condition holds: eventually after a certain moment in the next 4 time units the K O A _ O G r I Y i signal will be less than 8 and then this condition will be remaining consecutively for every time instant within the subsequent 2.8 time units.","stabilization_recurrence"
"always ( rise (j O K S > 84) -> S == 47 and (H l h B 1 S > 6 and H l h B 1 S < 10) )","Globally, in case that the scenario that j O K S exceeds the threshold of 84 gets observed then the following condition is true: starting without any delay the S signal needs to be equal to 47 and the H l h B 1 S signal will have to be over 6 and smaller than 10 at once.","immediate_response"
"always ( rise (T > 61) -> T n R p N B G L == 2 and (s C H 1 8 > 6 and s C H 1 8 < 9) )","If the scenario that the value of signal T increases above 61 happens then all of the following conditions are true: the T n R p N B G L signal must promptly settle to 2, and instantly s C H 1 8 will be higher than 6 and less than 9.","immediate_response"
"always ( rise (e h n 4 T q D j y s > 76.9) -> k _ 3 K == 15 and (t D Z t N z A F > 0 and t D Z t N z A F < 2) )","In the case the event that the value of e h n 4 T q D j y s becomes over 76.9 gets observed then the value of signal k _ 3 K has to be 15 right away and in no time the value of signal t D Z t N z A F will be bigger than 0 and below 2.","immediate_response"
"always ( rise (b 5 N 3 x g O B b > 88) -> b v I f e t i D y == 3 and (x n q > 12 and x n q < 59) )","It is always the case that if the scenario that the value of b 5 N 3 x g O B b crosses 88 occurs, then the following condition holds: the b v I f e t i D y signal must be promptly 3 and the x n q signal will have to be bigger than 12 and smaller than 59 promptly.","immediate_response"
"always ( rise (a > 1398) -> l c F u B S 1 l l == 86.36 and (x a U b 3 u > 2989 and x a U b 3 u < 2998) )","It is always the case that whenever the event that the a signal gets bigger than 1398 occurs then the following condition holds: the l c F u B S 1 l l signal is equal to 86.36 and the value of x a U b 3 u shall be immediately above 2989 and less than 2998.","immediate_response"
"always [0:87.9] (v y == z y or (X N U g >= 54.2 and X N U g <= 78.3))","For each time point in the first 87.9 time units, the state of signal v y should stay in z y all the time or the value of signal X N U g shall remain no less than 54.2 and less than or equal to 78.3.","invariance_reachability"
"always [0:59] (N M X W == v _ G or (h L B o >= 52 and h L B o <= 79))","For every time point in the first 59 time units, the mode of N M X W is continuously set to v _ G, or h L B o shall remain greater than or equal to 52 and at most 79 consecutively.","invariance_reachability"
"always [0:6] (G M b J W y == _ F b r J H or (P Q e >= 81 and P Q e <= 100))","For each moment during the first 6 time units the mode of signal G M b J W y will have to continuously keep in _ F b r J H or P Q e will have to uninterruptedly remain greater than or equal to 81 and at most 100.","invariance_reachability"
"always [0:84] (J I M == g 0 1 5 5 p B or (y H J O n >= 8.2 and y H J O n <= 8.5))","For every time instant in the first 84 time units, the mode of J I M stays in g 0 1 5 5 p B, or the value of signal y H J O n has to remain within [8.2, 8.5] uninterruptedly.","invariance_reachability"
"always [0:1] (R S 7 _ f N s 3 3 d == A r g or (y K 8 7 C Y x k W U >= 7 and y K 8 7 C Y x k W U <= 10))","For each moment during the first 1 time units, the mode of R S 7 _ f N s 3 3 d will be always in A r g or the value of y K 8 7 C Y x k W U ought to keep between the range [7, 10] without interruption.","invariance_reachability"
"eventually [1:5] (rise (T q > 1 and T q < 49) and rise (F 5 d > 1 and F 5 d < 2))","At a time starting between 1 to 5 time units, eventually the T q signal will get into the range (1, 49), and ultimately the event that the value of F 5 d settles inside the bound (1, 2) should happen.","invariance_reachability"
"eventually [2024.95:2276.7] (rise (D q O 4 Q m t d A > 1 and D q O 4 Q m t d A < 4) and rise (j Q p d v n E > 7.33 and j Q p d v n E < 9.46))","At a certain time point within 2024.95 to 2276.7 time units the scenario that the D q O 4 Q m t d A signal enters the range (1, 4) will get observed ultimately, and the value of signal j Q p d v n E must finally get into the range (7.33, 9.46).","invariance_reachability"
"eventually [4:10] (rise (O b _ v h 3 M 8 > 38 and O b _ v h 3 M 8 < 82) and rise (Z 8 x F X r A v t > 6 and Z 8 x F X r A v t < 55))","There exists a certain time instant within the first 4 to 10 time units, at which the transition action that O b _ v h 3 M 8 enters the range (38, 82) should eventually get detected and the event that the value of Z 8 x F X r A v t enters the bound (6, 55) ought to take place eventually.","invariance_reachability"
"eventually [5:10] (rise (H E > 8 and H E < 39) and rise (v b P H 1 w p A b > 89 and v b P H 1 w p A b < 91))","At a time in the first 5 to 10 time units, the event that the value of H E enters the range (8, 39) gets observed and ultimately the scenario that the value of v b P H 1 w p A b enters the region (89, 91) occurs.","invariance_reachability"
"eventually [622:2689] (rise (U _ N > 8 and U _ N < 10) and rise (n 5 D u 4 R 9 M O > 82 and n 5 D u 4 R 9 M O < 85))","At a certain time instant within 622 to 2689 time units, the value of U _ N must eventually enter the region (8, 10), and the value of n 5 D u 4 R 9 M O will have to ultimately enter the bound (82, 85).","invariance_reachability"
"always ( rise (l M U 9 i _ G l k 4 <= 6) -> eventually [0:2] (always [0:20] (not (e 7 E n b F < 1246.1))) )","Everytime when the scenario that the value of l M U 9 i _ G l k 4 gets to less than or equal to 6 happens then there shall be ultimately a time during the subsequent 2 time units, at which consistently the e 7 E n b F signal shall not be less than 1246.1 in the coming 20 time units.","stabilization_recurrence"
"always ( rise (_ C 8 S 1 i T <= 3) -> eventually [0:3.17] (always [0:2593] (not (S o N 3 V < 1419.7))) )","Everytime when the scenario that the value of _ C 8 S 1 i T gets to less than or equal to 3 is detected, then in response after sometime within the first 3.17 time units, the value of signal S o N 3 V must not be below 1419.7 and then this condition ought to consecutively remain for each moment within the following 2593 time units.","stabilization_recurrence"
"always ( rise (F <= 32) -> eventually [0:5] (always [0:5] (not (f 8 L a c X d x W 8 < 23))) )","In the case the transition action that the value of F falls to no larger than 32 takes place, then all of the following conditions hold: eventually there has to be a time within the first 5 time units, at which consistently the f 8 L a c X d x W 8 signal should never be smaller than 23 for every time point within the subsequent 5 time units.","stabilization_recurrence"
"always ( rise (T U v 9 K Y l q <= 4) -> eventually [0:21] (always [0:2151] (not (K c X i < 7.4))) )","It is always the case that in case that the scenario that T U v 9 K Y l q becomes no more than 4 is detected, then the following condition holds: after sometime in the first 21 time units, the value of signal K c X i is not less than 7.4 then this condition needs to always remain for every time point in the subsequent 2151 time units.","stabilization_recurrence"
"always ( rise (Z a _ O J 0 1 <= 3) -> eventually [0:78.4] (always [0:5.81] (not (T x B i k < 9))) )","It is always the case that in case that the scenario that Z a _ O J 0 1 becomes no more than 3 is detected, then the following condition is true: finally there is sometime within the first 78.4 time units, at which the value of T x B i k shall not be below 9 and this scenario has to continue consistently for every moment within the subsequent 5.81 time units.","stabilization_recurrence"
"always ( rise (Z > 9.4 and Z < 89.1) -> not ((z > 22) since [0:82] (E z m 9 3 6 O p P > 1782)) )","Globally, in case that the event that the value of Z enters the region (9.4, 89.1) gets detected, then the condition that continuously z has remained greater than 22 since the E z m 9 3 6 O p P signal was larger than 1782 once at a certain time point during the past 82 time units isn't true.","temporal_response"
"always ( rise (o _ B > 5.0 and o _ B < 7.1) -> not ((E O D G b C Y > 8.88) since [0:2628] (h N X U U > 609)) )","If the o _ B signal enters the region (5.0, 7.1), then the following condition shouldn't be true: at sometime before at most 2628 time units, the value of h N X U U is larger than 609, since then the E O D G b C Y signal has been continuously keeping above 8.88.","temporal_response"
"always ( rise (T E e 8 F h p > 71 and T E e 8 F h p < 79) -> not ((P G M g d k l _ 1 > 64.2) since [0:25] (A R 0 j c p U V T d > 77.3)) )","In case that the scenario that the T E e 8 F h p signal settles inside the bound (71, 79) is detected then in response the condition that the P G M g d k l _ 1 signal is higher than 64.2 continuously since the A R 0 j c p U V T d signal was higher than 77.3 at sometime within the elapsed 25 time units should not be true.","temporal_response"
"always ( rise (M R d Z q w X v O > 25.1 and M R d Z q w X v O < 32.8) -> not ((K M I b M I 5 a > 982) since [0:812] (L b T b K C _ u > 38)) )","It is always the case that if the transition action that the M R d Z q w X v O signal gets into the range (25.1, 32.8) is observed, then the subsequent condition shall not be true: the K M I b M I 5 a signal is larger than 982 and consistently this scenario continues since once at a time during the elapsed 812 time units L b T b K C _ u was over 38.","temporal_response"
"always ( rise (Q B > 53 and Q B < 97) -> not ((B K d 9 T d x > 8) since [0:50] (R I t > 50)) )","On condition that the scenario that the value of signal Q B enters the region (53, 97) gets observed then in response the subsequent condition shall not be true: the B K d 9 T d x signal is larger than 8 and consistently this scenario continues since once at a time during the elapsed 50 time units R I t was over 50.","temporal_response"
"always ( fall (b 5 N 1 == g x x X d) -> (T 4 t B t Q b == y 5) until [2086:2479] (j U G p Z B q E C 0 == 0) )","Globally, if the mode of b 5 N 1 becomes not set to g x x X d then in response the T 4 t B t Q b signal will be set to y 5 and then this scenario will have to consecutively keep until at a certain time point during the subsequent 2086 to 2479 time units ultimately the value of j U G p Z B q E C 0 equals to 0.","temporal_response"
"always ( fall (h 8 8 G == v) -> (a k y Z s C 2 P == E G z 5 Z 3 h z N J) until [5.01:6.37] (y 7 F z D 1 S D b == 64) )","Globally, if the scenario that the state of h 8 8 G becomes not set to v occurs, then the following condition holds: a k y Z s C 2 P will be in E G z 5 Z 3 h z N J then this scenario must consistently keep till the value of y 7 F z D 1 S D b is 64, which ought to eventually get detected at a certain time instant in the subsequent 5.01 to 6.37 time units.","temporal_response"
"always ( fall (l j b K G _ z == K U 7) -> (g E A == W E Z H X A A) until [93:99] (Y 0 == 97) )","Globally, in case that the l j b K G _ z signal begins deviating from K U 7, then the following condition holds: there should exist a certain time point within the first 93 to 99 time units, at which the value of signal Y 0 shall be finally 97, and till then the mode of g E A will have to keep in W E Z H X A A consecutively.","temporal_response"
"always ( fall (U 9 k N Q == P s O c E 9 D _ v l) -> (_ 7 == x K 0 j o G I 0 M M) until [2801:2811] (a F z r == 84) )","Globally, in case that the scenario that U 9 k N Q deviates from P s O c E 9 D _ v l happens, then in response there must be a certain time point in the first 2801 to 2811 time units, at which the value of signal a F z r ought to be 84, and till then the mode of _ 7 will be uninterruptedly in x K 0 j o G I 0 M M.","temporal_response"
"always ( fall (I _ 3 y Y D V L == C R V A x) -> (g T b X t x == z W _ O N c Q s _ J) until [1.36:9.58] (E 6 X r n 1 p i M == 10) )","Globally, whenever the event that the mode of I _ 3 y Y D V L deviates from C R V A x occurs, then all of the following conditions are true: the mode of g T b X t x has to be set to z W _ O N c Q s _ J and consecutively this scenario needs to keep until ultimately the value of E 6 X r n 1 p i M is equal to 10, which gets detected at a time in the next 1.36 to 9.58 time units.","temporal_response"
"always ( rise (e >= 2617 and e <= 2931) -> Z == 157 )","In the case the event that e settles inside the bound [2617, 2931] occurs, then the following condition holds: at the same time instant the Z signal will have to be 157.","immediate_response"
"always ( rise (b o q H d >= 42.9 and b o q H d <= 89.9) -> e == 3.67 )","It is always the case that if the transition action that the value of signal b o q H d settles inside the bound [42.9, 89.9] gets detected, then the following condition holds: e shall equal to 3.67 in no time.","immediate_response"
"always ( rise (z o 1 C _ A b P t >= 1 and z o 1 C _ A b P t <= 5) -> w X 8 _ A S d S m E == 99 )","It is always the case that in case that the event that z o 1 C _ A b P t settles inside the bound [1, 5] takes place, then all of the following conditions hold: immediately the value of signal w X 8 _ A S d S m E will keep equal to 99.","immediate_response"
"always ( rise (H 6 G >= 53 and H 6 G <= 55) -> C B Y 0 M == 1 )","When the transition action that the H 6 G signal gets into the range [53, 55] occurs, then the following condition holds: immediately the value of signal C B Y 0 M will keep equal to 1.","immediate_response"
"always ( rise (Z E >= 3 and Z E <= 9) -> S 3 b == 5.46 )","Whenever the event that Z E settles inside the bound [3, 9] occurs then all of the following conditions hold: the value of signal S 3 b will stay equal to 5.46 immediately.","immediate_response"
"always ( fall (G v G == 2240) or V o x S A 7 t == 63.92 -> historically [0:2780] (f H L L K S h b 6 > 14.58) )","Globally, if the transition action that the value of G v G deviates from 2240 takes place or V o x S A 7 t equals to 63.92, then consecutively the value of f H L L K S h b 6 should be larger than 14.58 within the elapsed 2780 time units.","temporal_response"
"always ( fall (W e d A w P j F V == 37) or u 0 e == 85 -> historically [0:8] (A u K Q k Z l F i > 739) )","Globally, in case that the event that the W e d A w P j F V signal starts not equaling to 37 gets detected, or u 0 e is 85 then the following condition is true: the value of signal A u K Q k Z l F i must be larger than 739 and then this condition has continued all the time during the elapsed 8 time units.","temporal_response"
"always ( fall (w U == 82) or _ e l n H d S 6 == 51 -> historically [0:46] (H v > 8) )","Globally, in case that the event that the value of w U starts deviating from 82 happens, or _ e l n H d S 6 stays equal to 51 then the following condition is true: the value of H v should stay larger than 8 uninterruptedly within the elapsed 46 time units.","temporal_response"
